src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_atm_neighbor,src_file_name,target_text,target_id,target_content_desc,target_hint,target_atm_neighbor,target_file_name,w2v
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,txt thing,,,,,medium,tv new task priority,,,,,1.198161006
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,sample todo,txt thing,,,,,list,tv new task listchoose str,,,,,1.198161006
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,txt thing,,,,,click select,tv new task listchoose,,,,,1.253518343
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,sample todo,txt thing,,,,,cancel,bt new task cancel,,,,,1.198161006
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,sample todo,txt thing,,,,,okay,bt new task ok,,,,,1.198161006
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3,sample todo,txt thing,,,,,sample todo,et new task name,,,,,2
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,4,sample todo,txt thing,,,,,deadline,tv exlv task deadline,,,,,1.186955139
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,5,sample todo,txt thing,,,,,delete task,title,,,,,1.220091075
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,5,sample todo,txt thing,,,,,select option,,,,,,1.347526789
a22b2,a22b2-a23b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,5,sample todo,txt thing,,,,,edit task,title,,,,,1.214177281
a22b2,a22b2-a23b2,4,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,5,delete,btn delete,,,,,delete task,title,,,,,0.99999994
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,delete,btn delete,,,,,skip,btn skip,,,,,0.660149693
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,delete,btn delete,,,,,welcome,view pager,,,,,0.602967399
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,delete,btn delete,,,,,welcome privacy friendly list app use permission,view pager,,,,,0.750464916
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,delete,btn delete,,,,,,,,,,,0
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,delete,btn delete,,,,,next,btn next,,,,,0.664466619
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1,delete,btn delete,,,,,,fab new task,,,,plus white,0.650724185
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,delete,btn delete,,,,,list,clayout,,,,,0.750464916
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1,delete,btn delete,,,,,,ac search,search,,,,0.467684507
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1,delete,btn delete,,,,,,ac add,list,,,,0.750464916
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1,delete,btn delete,,,,,,clayout,open menu,,,,0.659072697
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,delete,btn delete,,,,,click new list,initial alert,,,,,0.750464916
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,delete,btn delete,,,,,add new task,second alert,,,,,0.766869247
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,delete,btn delete,,,,,task available,tv empty view task,,,,,0.655757666
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,delete,btn delete,,,,,name,et new task name,,,,,0.723026872
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,,title,,,,,0.562735391
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,new task,dialog title,,,,,0.723026872
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,delete,btn delete,,,,,description,et new task description,,,,,0.723026872
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,deadline,tv todo list deadline,,,,,0.685308373
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,reminder,tv todo list reminder,,,,,0.685308373
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,progress,tv task progress,,,,,0.590181899
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,,new task progress,,,,,0.650724185
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,priority,tv new task priority str,,,,,0.650724185
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,medium,tv new task priority,,,,,0.650724185
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,delete,btn delete,,,,,list,tv new task listchoose str,,,,,0.750464916
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,click select,tv new task listchoose,,,,,0.729050756
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,delete,btn delete,,,,,cancel,bt new task cancel,,,,,0.770791471
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,delete,btn delete,,,,,okay,bt new task ok,,,,,0.720877647
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3,delete,btn delete,,,,,sample todo,et new task name,,,,,0.761453748
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,4,delete,btn delete,,,,,sample todo,tv exlv task name,,,,,0.761453748
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,4,delete,btn delete,,,,,deadline,tv exlv task deadline,,,,,0.68150121
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,5,delete,btn delete,,,,,select option,,,,,,0.729050756
a22b2,a22b2-a23b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,5,delete,btn delete,,,,,edit task,title,,,,,0.807190895
a22b2,a22b2-a24b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,0,title,edit text,,,,,new list name,add list,,,,,1.301079601
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,title,edit text,,,,,simply,title,,,,,0.9
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2,title,edit text,,,,,sample todo,,,,,,1.157044297
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2,title,edit text,,,,,,,,,,,0
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,3,title,edit text,,,,,list option,alert title,,,,,1.156132883
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,title,edit text,,,,,yes,button,,,,,0.617579591
a22b2,a22b2-a24b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,4,title,edit text,,,,,sure want delete list,message,,,,,1.185861146
a22b2,a22b2-a24b2,2,correct,android.widget.ImageButton,android.widget.Button,clickable,clickable,1,,fab add,,,,,add,add list,,,,,1.486244524
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,0,,fab add,,,,,new list name,add list,,,,,1.651382804
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab add,,,,,simply,title,,,,,0.690199918
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab add,,,,,sample todo,add list,,,,,1.651382804
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,2,,fab add,,,,,sample todo,,,,,,1.159720176
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,2,,fab add,,,,,,,,,,,0
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,delete,title,,,,,0.690182322
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,3,,fab add,,,,,list option,alert title,,,,,1.272675455
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,edit,title,,,,,0.732867801
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4,,fab add,,,,,yes,button,,,,,0.628109139
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,4,,fab add,,,,,delete,alert title,,,,,1.143867892
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,4,,fab add,,,,,sure want delete list,message,,,,,1.300238478
a22b2,a22b2-a24b2,2,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4,,fab add,,,,,no,button,,,,,0.587460583
a22b2,a22b2-a24b2,3,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,txt thing,,,,,sample todo,,,,,,2
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,0,sample todo,txt thing,,,,,new list name,add list,,,,,1.329420149
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,sample todo,txt thing,,,,,simply,title,,,,,0.736797214
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,sample todo,txt thing,,,,,add,add list,,,,,1.046362969
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,sample todo,txt thing,,,,,sample todo,add list,,,,,2
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,txt thing,,,,,,,,,,,0
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,txt thing,,,,,delete,title,,,,,0.761453748
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,3,sample todo,txt thing,,,,,list option,alert title,,,,,1.368448138
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,txt thing,,,,,edit,title,,,,,0.755539954
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,sample todo,txt thing,,,,,yes,button,,,,,0.606426913
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,sample todo,txt thing,,,,,delete,alert title,,,,,1.12040484
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,sample todo,txt thing,,,,,sure want delete list,message,,,,,1.265880048
a22b2,a22b2-a24b2,3,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,sample todo,txt thing,,,,,no,button,,,,,0.606426913
a22b2,a22b2-a24b2,4,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,3,delete,btn delete,,,,,delete,title,,,,,0.99999994
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,0,delete,btn delete,,,,,new list name,add list,,,,,0.766869247
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,delete,btn delete,,,,,simply,title,,,,,0.694346786
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,delete,btn delete,,,,,add,add list,,,,,0.766869247
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,delete,btn delete,,,,,sample todo,add list,,,,,0.766869247
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,sample todo,,,,,,0.761453748
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete,btn delete,,,,,,,,,,,0
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,3,delete,btn delete,,,,,list option,alert title,,,,,0.750464916
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,delete,btn delete,,,,,edit,title,,,,,0.807190895
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,delete,btn delete,,,,,yes,button,,,,,0.740452111
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,delete,btn delete,,,,,delete,alert title,,,,,0.99999994
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,delete,btn delete,,,,,sure want delete list,message,,,,,0.99999994
a22b2,a22b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,delete,btn delete,,,,,no,button,,,,,0.617299622
a22b2,a22b2-a25b2,0,correct,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab add,,,,,,fab add,,,,ic add black dp,1.8
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab add,,,,,shopping list,drawer layout,,,,,1.363524342
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab add,,,,,,action delete checked,delete checked item,,,,1.282353616
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab add,,,,,,drawer layout,sort,,,,1.13779242
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab add,,,,,,drawer layout,navigate,,,,1.13779242
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab add,,,,,new item,new item description,,,,,1.372086942
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab add,,,,,quantity,new item quantity,,,,,1.372086942
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,2,,fab add,,,,,,button add new item,do,,,ic do black dp,1.60948146
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab add,,,,,sample todo,new item description,,,,,1.372086942
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab add,,,,,quantity,new item quantity,,,,,1.372086942
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,sample todo,description,,,,,1.159720176
a22b2,a22b2-a25b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,,quantity,,,,,0.545808882
a22b2,a22b2-a25b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1,title,edit text,,,,,new item,new item description,,,,,1.290805817
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,title,edit text,,,,,,fab add,,,,ic add black dp,1.313216829
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,title,edit text,,,,,shopping list,drawer layout,,,,,1.166976947
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,title,edit text,,,,,,action delete checked,delete checked item,,,,1.255607378
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,title,edit text,,,,,,drawer layout,sort,,,,1.166976947
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,title,edit text,,,,,,drawer layout,navigate,,,,1.166976947
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1,title,edit text,,,,,quantity,new item quantity,,,,,1.290805817
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,2,title,edit text,,,,,,button add new item,do,,,ic do black dp,1.313216829
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2,title,edit text,,,,,quantity,new item quantity,,,,,1.290805817
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,title,edit text,,,,,sample todo,description,,,,,1.157044297
a22b2,a22b2-a25b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,title,edit text,,,,,,quantity,,,,,0.620338082
a22b2,a22b2-a25b2,2,correct,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,2,,fab add,,,,,,button add new item,do,,,ic do black dp,1.60948146
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab add,,,,,,fab add,,,,ic add black dp,1.8
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab add,,,,,shopping list,drawer layout,,,,,1.363524342
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab add,,,,,,action delete checked,delete checked item,,,,1.282353616
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab add,,,,,,drawer layout,sort,,,,1.13779242
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab add,,,,,,drawer layout,navigate,,,,1.13779242
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab add,,,,,new item,new item description,,,,,1.372086942
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab add,,,,,quantity,new item quantity,,,,,1.372086942
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab add,,,,,sample todo,new item description,,,,,1.372086942
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab add,,,,,quantity,new item quantity,,,,,1.372086942
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,sample todo,description,,,,,1.159720176
a22b2,a22b2-a25b2,2,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,fab add,,,,,,quantity,,,,,0.545808882
a22b2,a22b2-a25b2,3,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,txt thing,,,,,sample todo,description,,,,,2
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0,sample todo,txt thing,,,,,,fab add,,,,ic add black dp,1.260533792
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,sample todo,txt thing,,,,,shopping list,drawer layout,,,,,1.286427838
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0,sample todo,txt thing,,,,,,action delete checked,delete checked item,,,,1.385654509
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,0,sample todo,txt thing,,,,,,drawer layout,sort,,,,1.286427838
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0,sample todo,txt thing,,,,,,drawer layout,navigate,,,,1.286427838
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,sample todo,txt thing,,,,,new item,new item description,,,,,1.383137167
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,sample todo,txt thing,,,,,quantity,new item quantity,,,,,1.383137167
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,2,sample todo,txt thing,,,,,,button add new item,do,,,ic do black dp,1.306632113
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,sample todo,txt thing,,,,,sample todo,new item description,,,,,2
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,sample todo,txt thing,,,,,quantity,new item quantity,,,,,1.383137167
a22b2,a22b2-a25b2,3,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,txt thing,,,,,,quantity,,,,,0.585904849
a23b2,a23b2-a24b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,0,name,et new task name,,,,,new list name,add list,,,,,2.618941844
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,name,et new task name,,,,,simply,title,,,,,0.674258745
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2,name,et new task name,,,,,sample todo,,,,,,1.198161006
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2,name,et new task name,,,,,,,,,,,0
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,3,name,et new task name,,,,,list option,alert title,,,,,1.168363595
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,name,et new task name,,,,,yes,button,,,,,0.57674253
a23b2,a23b2-a24b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,4,name,et new task name,,,,,sure want delete list,message,,,,,2.088282377
a23b2,a23b2-a24b2,3,correct,android.widget.Button,android.widget.Button,clickable,clickable,1,okay,bt new task ok,,,,,add,add list,,,,,1.200962305
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,0,okay,bt new task ok,,,,,new list name,add list,,,,,2.117507219
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,okay,bt new task ok,,,,,simply,title,,,,,0.787216842
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,okay,bt new task ok,,,,,sample todo,add list,,,,,1.334402561
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2,okay,bt new task ok,,,,,sample todo,,,,,,1.198161006
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2,okay,bt new task ok,,,,,,,,,,,0
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,3,okay,bt new task ok,,,,,delete,title,,,,,0.720877647
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,3,okay,bt new task ok,,,,,list option,alert title,,,,,1.116852629
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,3,okay,bt new task ok,,,,,edit,title,,,,,0.693992257
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.Button,clickable,clickable,4,okay,bt new task ok,,,,,yes,button,,,,,0.681180418
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,4,okay,bt new task ok,,,,,delete,alert title,,,,,1.060010612
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,4,okay,bt new task ok,,,,,sure want delete list,message,,,,,2.273821825
a23b2,a23b2-a24b2,3,wrong,android.widget.Button,android.widget.Button,clickable,clickable,4,okay,bt new task ok,,,,,no,button,,,,,0.659540391
a23b2,a23b2-a24b2,4,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,tv exlv task name,,,,,sample todo,,,,,,2
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,0,sample todo,tv exlv task name,,,,,new list name,add list,,,,,2.195821285
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,sample todo,tv exlv task name,,,,,simply,title,,,,,0.736797214
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,sample todo,tv exlv task name,,,,,add,add list,,,,,1.16292901
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,sample todo,tv exlv task name,,,,,sample todo,add list,,,,,2
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,sample todo,tv exlv task name,,,,,,,,,,,0
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,tv exlv task name,,,,,delete,title,,,,,0.761453748
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,3,sample todo,tv exlv task name,,,,,list option,alert title,,,,,1.368448138
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,sample todo,tv exlv task name,,,,,edit,title,,,,,0.755539954
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,sample todo,tv exlv task name,,,,,yes,button,,,,,0.606426913
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,sample todo,tv exlv task name,,,,,delete,alert title,,,,,1.12040484
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,sample todo,tv exlv task name,,,,,sure want delete list,message,,,,,1.715453285
a23b2,a23b2-a24b2,4,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,4,sample todo,tv exlv task name,,,,,no,button,,,,,0.606426913
a23b2,a23b2-a24b2,5,correct,android.widget.TextView,android.widget.TextView,clickable,clickable,3,delete task,title,,,,,delete,title,,,,,0.99999994
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,0,delete task,title,,,,,new list name,add list,,,,,1.38581109
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,delete task,title,,,,,simply,title,,,,,0.9
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,delete task,title,,,,,add,add list,,,,,1.247229981
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,delete task,title,,,,,sample todo,add list,,,,,1.38581109
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete task,title,,,,,sample todo,,,,,,1.220091075
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,delete task,title,,,,,,,,,,,0
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.TextView,clickable,label,3,delete task,title,,,,,list option,alert title,,,,,1.313902855
a23b2,a23b2-a24b2,5,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,delete task,title,,,,,edit,title,,,,,0.9
